Name,Platform,Year_of_Release,Genre,NA_players,EU_players,JP_players,Other_players,Critic_Score,User_Score,Rating
Donkey Kong 64,N64,1999-01-01,Platform,3.33,0.79,1.09,0.06,nan,,
Super Mario Bros.,GB,1999-01-01,Platform,3.4,1.3,0.15,0.22,nan,,
Tony Hawk's Pro Skater,PS,1999-01-01,Sports,3.42,1.38,0.02,0.2,92,9.2,T
Warzone 2100,PS,1999-01-01,Strategy,2.79,1.89,0,0.33,nan,,
Crash Team Racing,PS,1999-01-01,Racing,2.57,1.57,0.44,0.21,88,9,E
Resident Evil 3: Nemesis,PS,1999-01-01,Action,1.3,0.77,1.54,0.11,nan,,
Pokemon Snap,N64,1999-01-01,Simulation,2.23,0.68,0.66,0.06,nan,,
Spyro 2: Ripto's Rage!,PS,1999-01-01,Platform,2.14,1.21,0.01,0.17,nan,,
007: Tomorrow Never Dies,PS,1999-01-01,Shooter,1.72,1.33,0,0.16,nan,,
Star Wars Episode I Racer,N64,1999-01-01,Racing,2.31,0.62,0.14,0.04,nan,,
Syphon Filter,PS,1999-01-01,Shooter,2.03,0.72,0.02,0.11,nan,,
Mario Party 2,N64,1999-01-01,Misc,1.28,0.14,1.08,0.01,nan,,
Need For Speed: High Stakes,PS,1999-01-01,Racing,1.58,0.64,0,0.09,86,8.5,E
Who wants to be a millionaire,PC,1999-01-01,Misc,1.94,0,0,0,nan,tbd,E
Yu-Gi-Oh! Forbidden Memories,PS,1999-01-01,Role-Playing,1.37,0.44,0,0.08,nan,,
Hot Shots Golf 2,PS,1999-01-01,Sports,0.25,0.12,1.48,0.03,nan,,
The Legend of Dragoon,PS,1999-01-01,Role-Playing,0.94,0.44,0.39,0.1,74,8.4,T
Chrono Cross,PS,1999-01-01,Role-Playing,0.62,0.42,0.69,0.12,94,8.1,T
NFL GameDay 2000,PS,1999-01-01,Sports,1,0.68,0,0.12,nan,,
Star Wars Episode I: The Phantom Menace,PS,1999-01-01,Adventure,0.72,0.89,0.04,0.1,nan,,
Jampack Winter '99,PS,1999-01-01,Misc,0.94,0.64,0,0.11,nan,,
Tom Clancy's Rainbow Six,PS,1999-01-01,Shooter,0.93,0.63,0,0.08,nan,,
Ape Escape,PS,1999-01-01,Platform,0.71,0.48,0.32,0.11,90,8.8,E
Silent Hill,PS,1999-01-01,Action,0.71,0.48,0.3,0.1,86,9.2,M
NASCAR 2000,PS,1999-01-01,Racing,0.88,0.6,0,0.1,nan,,
Command & Conquer: Tiberian Sun,PC,1999-01-01,Strategy,1.55,0,0,0,nan,,
WWF WrestleMania 2000,N64,1999-01-01,Fighting,1.2,0.25,0.02,0.02,nan,,
Mario Golf,N64,1999-01-01,Action,0.62,0.18,0.65,0.02,nan,,
Namco Museum 64,N64,1999-01-01,Misc,1.24,0.17,0.03,0.01,nan,,
Frogger 2: Swampy's Revenge,PS,1999-01-01,Action,0.8,0.54,0,0.09,77,7.9,E
Triple Play 2000,PS,1999-01-01,Sports,0.79,0.54,0,0.09,nan,,
Knockout Kings 2000,PS,1999-01-01,Fighting,1.02,0.34,0,0.05,nan,,
Dance Dance Revolution (Japan),PS,1999-01-01,Simulation,0,0,1.26,0.09,nan,,
Rugrats Studio Tour,PS,1999-01-01,Adventure,0.57,0.67,0,0.07,nan,,
Digimon World,PS,1999-01-01,Role-Playing,0.56,0.38,0.28,0.08,nan,,
Army Men 3D,PS,1999-01-01,Action,1.1,0.14,0,0.04,nan,,
Twisted Metal 4,PS,1999-01-01,Racing,1.07,0.16,0,0.04,nan,,
Game & Watch Gallery 3,GB,1999-01-01,Misc,0.79,0.31,0.08,0.04,nan,,
Star Wars Episode 1: Jedi Power Battles,PS,1999-01-01,Action,0.66,0.48,0.01,0.06,nan,,
NFL 2K,DC,1999-01-01,Sports,1.12,0.05,0,0.02,nan,,
The Dukes of Hazzard: Racing for Home,PS,1999-01-01,Racing,0.99,0.16,0,0.04,nan,,
Metal Gear Solid VR Missions,PS,1999-01-01,Adventure,0.66,0.45,0,0.08,nan,,
Shenmue,DC,1999-01-01,Adventure,0.52,0.24,0.38,0.04,88,9.4,T
Jet Force Gemini,N64,1999-01-01,Shooter,0.78,0.28,0.07,0.02,nan,,
Derby Stallion 99,PS,1999-01-01,Sports,0,0,1.06,0.07,nan,,
Legend of Mana,PS,1999-01-01,Role-Playing,0.18,0.13,0.73,0.07,nan,,
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999-01-01,Strategy,0,0,1.1,0,nan,,
Doko Demo Issyo,PS,1999-01-01,Misc,0,0,1,0.07,nan,,
Championship Manager 99/00,PC,1999-01-01,Sports,0,0.98,0,0.09,nan,,
Hot Wheels Turbo Racing,PS,1999-01-01,Racing,0.59,0.4,0,0.07,nan,,
Worms Armageddon,PS,1999-01-01,Strategy,0.18,0.81,0,0.08,nan,,
Jampack Summer '99,PS,1999-01-01,Misc,0.54,0.36,0,0.06,nan,,
Dance Dance Revolution 2nd ReMIX,PS,1999-01-01,Simulation,0,0,0.9,0.06,nan,,
NCAA Football 2000,PS,1999-01-01,Sports,0.53,0.36,0,0.06,nan,,
SaGa Frontier 2,PS,1999-01-01,Role-Playing,0.1,0.07,0.71,0.06,nan,,
MLB 2000,PS,1999-01-01,Sports,0.52,0.35,0,0.06,nan,,
Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999-01-01,Platform,0.71,0.2,0,0.01,nan,,
SnoCross Championship Racing,PS,1999-01-01,Racing,0.52,0.35,0,0.06,66,tbd,E
Knockout Kings 2000,N64,1999-01-01,Fighting,0.63,0.27,0,0.02,nan,,
3Xtreme,PS,1999-01-01,Action,0.5,0.34,0,0.06,nan,,
Army Men: Air Attack,PS,1999-01-01,Action,0.47,0.32,0,0.06,nan,,
Q*bert,PS,1999-01-01,Puzzle,0.46,0.32,0,0.05,nan,,
Ace Combat 3: Electrosphere,PS,1999-01-01,Simulation,0.22,0.15,0.4,0.05,nan,,
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999-01-01,Sports,0,0,0.76,0.05,nan,,
Valkyrie Profile,PS,1999-01-01,Role-Playing,0.07,0.05,0.63,0.05,81,8.8,T
Army Men: Sarge's Heroes,N64,1999-01-01,Action,0.68,0.12,0,0.01,nan,,
Final Fantasy Anthology,PS,1999-01-01,Role-Playing,0.45,0.3,0,0.05,80,8.1,T
WCW Mayhem,N64,1999-01-01,Fighting,0.63,0.15,0,0.01,nan,,
Marvel vs. Capcom: Clash of Super Heroes,PS,1999-01-01,Fighting,0.43,0.3,0,0.05,nan,,
Need for Speed: Porsche Unleashed,PS,1999-01-01,Racing,0.43,0.29,0,0.05,78,8.5,E
Dragon Warrior I&II,GB,1999-01-01,Role-Playing,0,0,0.77,0,nan,,
Jet Moto 3,PS,1999-01-01,Racing,0.41,0.28,0,0.05,nan,,
Croc 2,PS,1999-01-01,Platform,0.41,0.28,0,0.05,nan,,
Test Drive 6,PS,1999-01-01,Racing,0.4,0.27,0,0.05,nan,,
LEGO Racers,N64,1999-01-01,Racing,0.51,0.18,0,0.01,nan,,
WWF Attitude,N64,1999-01-01,Fighting,0.57,0.13,0,0.01,nan,,
Wild ARMs 2,PS,1999-01-01,Role-Playing,0.19,0.13,0.31,0.04,nan,,
Pro Pinball: Big Race USA,PS,1999-01-01,Simulation,0.37,0.25,0,0.04,69,tbd,E
World of Dragon Warrior - Torneko: The Last Hope,PS,1999-01-01,Role-Playing,0.02,0.01,0.58,0.04,nan,,
Tom Clancy's Rainbow Six,N64,1999-01-01,Shooter,0.48,0.15,0,0.01,nan,,
Castlevania,N64,1999-01-01,Platform,0.44,0.1,0.04,0.05,nan,,
Rayman 2: The Great Escape,N64,1999-01-01,Platform,0.4,0.22,0,0.02,nan,,
Sim Theme Park,PS,1999-01-01,Strategy,0.35,0.24,0,0.04,nan,,
Beetle Adventure Racing!,N64,1999-01-01,Racing,0.4,0.2,0,0.02,nan,,
Bass Landing,PS,1999-01-01,Sports,0.21,0.14,0.23,0.04,nan,,
Tomb Raider Chronicles,PS,1999-01-01,Action,0.34,0.23,0,0.04,nan,,
Madden NFL 2000,N64,1999-01-01,Sports,0.58,0.02,0,0,nan,,
Ready 2 Rumble Boxing,N64,1999-01-01,Sports,0.47,0.11,0,0.01,nan,,
Barbie: Race & Ride,PS,1999-01-01,Action,0.33,0.22,0,0.04,nan,,
Parasite Eve II,PS,1999-01-01,Role-Playing,0.32,0.22,0,0.04,79,9,M
NFL Blitz 2000,N64,1999-01-01,Sports,0.55,0.02,0,0,nan,,
Army Men: Sarge's Heroes,PS,1999-01-01,Action,0.31,0.21,0,0.04,nan,,
Resident Evil 2,N64,1999-01-01,Action,0.39,0.09,0.07,0.01,nan,,
NBA Showtime: NBA on NBC,PS,1999-01-01,Sports,0.31,0.21,0,0.04,nan,,
Fighting Force 2,PS,1999-01-01,Action,0.31,0.21,0,0.04,nan,,
SD Gundam G Generation Zero,PS,1999-01-01,Strategy,0,0,0.51,0.04,nan,,
Medarot 2: Kabuto / Kuwagata Version,GB,1999-01-01,Role-Playing,0,0,0.54,0,nan,,
Gauntlet Legends,N64,1999-01-01,Action,0.43,0.1,0,0.01,nan,,
Pachi-Slot Aruze Oukoku 2,PS,1999-01-01,Misc,0,0,0.5,0.04,nan,,
Gex 3: Deep Cover Gecko,PS,1999-01-01,Platform,0.3,0.2,0,0.03,nan,,
NASCAR 2000,N64,1999-01-01,Racing,0.49,0.03,0,0,nan,,
Seaman,DC,1999-01-01,Simulation,0,0,0.52,0,82,8.4,T
The Grinch,PS,1999-01-01,Adventure,0.29,0.2,0,0.03,55,,E
Mission: Impossible,PS,1999-01-01,Action,0.29,0.2,0,0.03,nan,,
Front Mission 3,PS,1999-01-01,Strategy,0.1,0.07,0.31,0.03,nan,,
Omega Boost,PS,1999-01-01,Shooter,0.17,0.11,0.2,0.03,nan,,
Rugrats: Scavenger Hunt,N64,1999-01-01,Misc,0.41,0.09,0,0.01,nan,,
International Superstar Soccer 2000 (All region sales),N64,1999-01-01,Sports,0.01,0.26,0.22,0.02,nan,,
Die Hard Trilogy 2: Viva Las Vegas,PS,1999-01-01,Action,0.27,0.18,0,0.03,nan,,
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999-01-01,Role-Playing,0,0,0.45,0.03,nan,,
ECW Hardcore Revolution,PS,1999-01-01,Fighting,0.27,0.18,0,0.03,nan,,
Harvest Moon 64,N64,1999-01-01,Simulation,0.25,0.06,0.11,0.06,nan,,
Vigilante 8: 2nd Offense,PS,1999-01-01,Racing,0.27,0.18,0,0.03,nan,,
NFL Xtreme 2,PS,1999-01-01,Sports,0.27,0.18,0,0.03,nan,,
Momotarou Dentetsu V,PS,1999-01-01,Misc,0,0,0.44,0.03,nan,,
MTV Music Generator,PS,1999-01-01,Misc,0.26,0.18,0,0.03,nan,,
Razor Freestyle Scooter,PS,1999-01-01,Sports,0.26,0.17,0,0.03,65,tbd,E
Hydro Thunder,PS,1999-01-01,Racing,0.26,0.17,0,0.03,nan,,
Bloody Roar II,PS,1999-01-01,Fighting,0.25,0.17,0,0.03,nan,,
Missile Command,PS,1999-01-01,Shooter,0.25,0.17,0,0.03,nan,,
Final Fantasy Collection,PS,1999-01-01,Role-Playing,0,0,0.42,0.03,nan,,
NBA Live 2000,N64,1999-01-01,Sports,0.42,0.02,0,0,nan,,
Chocobo Racing,PS,1999-01-01,Racing,0.07,0.05,0.3,0.03,nan,,
The X Files,PS,1999-01-01,Adventure,0.24,0.16,0,0.03,nan,,
Arc the Lad III,PS,1999-01-01,Role-Playing,0,0,0.39,0.03,nan,,
Jikkyou Powerful Pro Yakyuu 6,N64,1999-01-01,Sports,0,0,0.39,0.03,nan,,
Sega Rally Championship 2,DC,1999-01-01,Racing,0,0,0.41,0,nan,,
Grudge Warriors,PS,1999-01-01,Action,0.23,0.16,0,0.03,nan,,
Ogre Battle 64: Person of Lordly Caliber,N64,1999-01-01,Role-Playing,0.1,0.02,0.25,0.04,nan,,
Superman: The New Superman Adventures,N64,1999-01-01,Action,0.33,0.07,0,0,nan,,
Densha De Go! 2,PS,1999-01-01,Simulation,0,0,0.38,0.03,nan,,
NBA ShootOut 2000,PS,1999-01-01,Sports,0.22,0.15,0,0.03,nan,,
NCAA GameBreaker 2000,PS,1999-01-01,Sports,0.22,0.15,0,0.03,nan,,
NFL Quarterback Club 2000,N64,1999-01-01,Sports,0.37,0.03,0,0,nan,,
RR64: Ridge Racer 64,N64,1999-01-01,Racing,0.32,0.07,0,0,nan,,
Bugs Bunny: Lost in Time,PS,1999-01-01,Platform,0.22,0.15,0,0.03,nan,,
Road Rash: Jailbreak,PS,1999-01-01,Racing,0.22,0.15,0,0.03,nan,,
You Don't Know Jack,PS,1999-01-01,Misc,0.22,0.15,0,0.03,nan,,
All-Star Baseball 2000,N64,1999-01-01,Sports,0.36,0.03,0,0,nan,,
BattleTanx: Global Assault,N64,1999-01-01,Action,0.31,0.07,0,0,nan,,
Tokimeki Memorial 2,PS,1999-01-01,Simulation,0,0,0.36,0.03,nan,,
MediEvil II,PS,1999-01-01,Action,0.21,0.14,0,0.02,nan,,
NCAA Final Four 2000,PS,1999-01-01,Sports,0.21,0.14,0,0.02,nan,,
Turok: Rage Wars,N64,1999-01-01,Shooter,0.3,0.06,0,0,nan,,
Bottom of the 9th,N64,1999-01-01,Sports,0.37,0,0,0,nan,,
LEGO Racers,PS,1999-01-01,Racing,0.2,0.14,0,0.02,nan,,
J-League Pro Soccer Club o Tsukurou!,DC,1999-01-01,Sports,0,0,0.36,0,nan,,
Lunar 2: Eternal Blue Complete,PS,1999-01-01,Role-Playing,0.19,0.13,0,0.02,86,8.9,T
SoulCalibur,DC,1999-01-01,Fighting,0,0,0.34,0,98,8.8,T
WipEout 3,PS,1999-01-01,Racing,0.19,0.13,0,0.02,89,8.5,E
BeatMania Append GottaMix,PS,1999-01-01,Simulation,0,0,0.31,0.02,nan,,
World Stadium 3,PS,1999-01-01,Sports,0,0,0.31,0.02,nan,,
Championship Bass,PS,1999-01-01,Sports,0.18,0.12,0,0.02,nan,,
Harvest Moon: Back to Nature,PS,1999-01-01,Simulation,0.11,0.07,0.12,0.02,82,9.3,E
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999-01-01,Sports,0,0,0.3,0.02,nan,,
Virtua Striker 2,DC,1999-01-01,Sports,0,0,0.32,0,nan,,
Mario Golf,GB,1999-01-01,Action,0,0,0.31,0,nan,,
Super Robot Taisen Complete Box,PS,1999-01-01,Strategy,0,0,0.29,0.02,nan,,
Hot Wheels Turbo Racing,N64,1999-01-01,Racing,0.25,0.06,0,0,nan,,
Bass Hunter 64,N64,1999-01-01,Sports,0.25,0.06,0,0,nan,,
40 Winks,PS,1999-01-01,Platform,0.17,0.12,0,0.02,nan,,
A Collection of Classic Games from the Intellivision,PS,1999-01-01,Misc,0.17,0.12,0,0.02,nan,,
Quake II,N64,1999-01-01,Shooter,0.24,0.06,0,0,nan,,
Monster Truck Madness 64,N64,1999-01-01,Racing,0.24,0.06,0,0,nan,,
Hamster Tarou,GB,1999-01-01,Simulation,0,0,0.3,0,nan,,
Fisherman's Bait 2: Big Ol' Bass,PS,1999-01-01,Sports,0.16,0.11,0,0.02,nan,,
Jeremy McGrath Supercross 2000,N64,1999-01-01,Racing,0.23,0.06,0,0,nan,,
Supercross 2000,N64,1999-01-01,Racing,0.23,0.06,0,0,nan,,
Ken Griffey Jr.'s Slugfest,N64,1999-01-01,Sports,0.23,0.06,0,0,nan,,
The New Tetris,N64,1999-01-01,Puzzle,0.22,0.05,0.02,0,nan,,
Xena: Warrior Princess - The Talisman of Fate,N64,1999-01-01,Fighting,0.23,0.06,0,0,nan,,
Tomba! 2: The Evil Swine Return,PS,1999-01-01,Platform,0.16,0.11,0,0.02,nan,,
BeatMania Append 4thMix: The beat goes on,PS,1999-01-01,Simulation,0,0,0.27,0.02,nan,,
Digimon Adventure: Anode Tamer,WS,1999-01-01,Role-Playing,0,0,0.28,0,nan,,
Triple Play 2000,N64,1999-01-01,Sports,0.27,0.01,0,0,nan,,
Shadow Man,N64,1999-01-01,Action,0.18,0.08,0,0.01,nan,,
Command & Conquer,N64,1999-01-01,Strategy,0.22,0.05,0,0,nan,,
Superbike 2000,PS,1999-01-01,Racing,0.15,0.1,0,0.02,nan,,
Alundra 2: A New Legend Begins,PS,1999-01-01,Role-Playing,0.15,0.1,0,0.02,nan,,
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999-01-01,Sports,0,0,0.25,0.02,nan,,
Bust A Groove 2,PS,1999-01-01,Misc,0.04,0.03,0.18,0.02,66,8.9,E
Armorines: Project S.W.A.R.M.,N64,1999-01-01,Shooter,0.21,0.05,0,0,nan,,
Duke Nukem: Zero Hour,N64,1999-01-01,Shooter,0.21,0.05,0,0,nan,,
Armored Core: Master of Arena,PS,1999-01-01,Simulation,0.07,0.05,0.13,0.02,nan,,
Fire Emblem: Thracia 776,SNES,1999-01-01,Strategy,0,0,0.26,0,nan,,
NHL Rock the Rink,PS,1999-01-01,Sports,0.14,0.1,0,0.02,nan,,
Crusaders of Might and Magic,PS,1999-01-01,Role-Playing,0.14,0.1,0,0.02,nan,,
Scrabble,PS,1999-01-01,Misc,0.14,0.1,0,0.02,nan,,
NBA Courtside 2 featuring Kobe Bryant,N64,1999-01-01,Sports,0.2,0.05,0,0,nan,,
Hybrid Heaven,N64,1999-01-01,Role-Playing,0.16,0.04,0.05,0,nan,,
NBA Showtime: NBA on NBC,N64,1999-01-01,Sports,0.23,0.02,0,0,nan,,
Grandia,PS,1999-01-01,Role-Playing,0.14,0.09,0,0.02,89,6.6,E
Dune 2000,PS,1999-01-01,Strategy,0.14,0.09,0,0.02,nan,,
Guitar Freaks,PS,1999-01-01,Simulation,0,0,0.23,0.02,nan,,
Paperboy,N64,1999-01-01,Action,0.19,0.05,0,0,nan,,
South Park: Chef's Luv Shack,N64,1999-01-01,Misc,0.19,0.05,0,0,nan,,
Road Rash 64,N64,1999-01-01,Racing,0.19,0.05,0,0,nan,,
Pro Yakyuu Team o Tsukurou!,DC,1999-01-01,Sports,0,0,0.23,0,nan,,
Super Robot Taisen F Kanketsuhen,PS,1999-01-01,Strategy,0,0,0.21,0.01,nan,,
Barbie Super Sports,PS,1999-01-01,Sports,0.12,0.08,0,0.01,nan,,
Rampage 2: Universal Tour,N64,1999-01-01,Action,0.18,0.04,0,0,nan,,
Sports Car GT,PS,1999-01-01,Racing,0.12,0.08,0,0.01,nan,,
Jackie Chan: Stuntmaster,PS,1999-01-01,Action,0.12,0.08,0,0.01,nan,,
WCW Backstage Assault,PS,1999-01-01,Action,0.12,0.08,0,0.01,40,,T
Gex 3: Deep Cover Gecko,N64,1999-01-01,Platform,0.17,0.04,0,0,nan,,
WinBack: Covert Operations,N64,1999-01-01,Shooter,0.17,0.04,0,0,nan,,
Monopoly,N64,1999-01-01,Misc,0.17,0.04,0,0,nan,,
Threads of Fate,PS,1999-01-01,Role-Playing,0.12,0.08,0,0.01,nan,,
Rollcage,PS,1999-01-01,Racing,0.12,0.08,0,0.01,nan,,
Super Robot Taisen 64,N64,1999-01-01,Strategy,0,0,0.2,0,nan,,
Roadsters 99,N64,1999-01-01,Racing,0.06,0.13,0,0.01,nan,,
Nobunaga no Yabou: Reppuuden,PS,1999-01-01,Strategy,0,0,0.19,0.01,nan,,
Fire ProWrestling G,PS,1999-01-01,Fighting,0,0,0.18,0.01,nan,,
Sesame Street: Elmo's Number Journey,N64,1999-01-01,Misc,0.15,0.04,0,0,nan,,
Big Air,PS,1999-01-01,Sports,0.1,0.07,0,0.01,nan,,
Gallop Racer,PS,1999-01-01,Sports,0,0,0.18,0.01,nan,,
Chocobo no Fushigi Dungeon for WonderSwan,WS,1999-01-01,Role-Playing,0,0,0.18,0,nan,,
International Superstar Soccer 2000 (JP weekly sales),N64,1999-01-01,Sports,0,0,0.18,0,nan,,
Re-Volt,N64,1999-01-01,Racing,0.14,0.04,0,0,nan,,
Sesame Street: Elmo's Letter Adventure,N64,1999-01-01,Misc,0.14,0.04,0,0,nan,,
Shadow Madness,PS,1999-01-01,Action,0.1,0.07,0,0.01,nan,,
Power Pro Kun Pocket,GB,1999-01-01,Sports,0,0,0.17,0,nan,,
Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999-01-01,Strategy,0,0,0.16,0.01,nan,,
Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999-01-01,Adventure,0,0,0.16,0.01,nan,,
Tokyo Xtreme Racer,DC,1999-01-01,Racing,0,0,0.17,0,nan,,
Glover,PS,1999-01-01,Platform,0.09,0.06,0,0.01,nan,,
Bomberman 64: The Second Attack!,N64,1999-01-01,Adventure,0.05,0.01,0.11,0,nan,,
World Driver Championship,N64,1999-01-01,Racing,0.14,0.03,0,0,nan,,
Destruction Derby 64,N64,1999-01-01,Racing,0.13,0.03,0,0,nan,,
Space Invaders,N64,1999-01-01,Shooter,0.13,0.03,0,0,nan,,
California Speed,N64,1999-01-01,Misc,0.13,0.03,0,0,nan,,
Asteroids Hyper 64,N64,1999-01-01,Shooter,0.13,0.03,0,0,nan,,
Racing Lagoon,PS,1999-01-01,Racing,0,0,0.15,0.01,nan,,
Muppet RaceMania,PS,1999-01-01,Racing,0.09,0.06,0,0.01,nan,,
Disney's Story Studio: Disney's Mulan,PS,1999-01-01,Misc,0.09,0.06,0,0.01,nan,,
Winning Post 4,PS,1999-01-01,Sports,0,0,0.14,0.01,nan,,
Galerians,PS,1999-01-01,Adventure,0.08,0.06,0,0.01,nan,,
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999-01-01,Role-Playing,0,0,0.14,0.01,nan,,
Bassmasters 2000,N64,1999-01-01,Sports,0.11,0.03,0,0,nan,,
Micro Machines 64 Turbo,N64,1999-01-01,Racing,0.11,0.03,0,0,nan,,
Eternal Eyes,PS,1999-01-01,Role-Playing,0.08,0.05,0,0.01,nan,,
Detective Barbie: The Mystery Cruise,PS,1999-01-01,Adventure,0.08,0.05,0,0.01,nan,,
To Heart,PS,1999-01-01,Adventure,0,0,0.13,0.01,nan,,
Castlevania: Legacy of Darkness,N64,1999-01-01,Platform,0.06,0.02,0.05,0,nan,,
NBA Jam 2000,N64,1999-01-01,Sports,0.12,0.01,0,0,nan,,
Surf Riders,PS,1999-01-01,Sports,0.07,0.05,0,0.01,64,tbd,E
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999-01-01,Fighting,0,0,0.12,0.01,nan,,
Harvest Moon 2 GBC,GB,1999-01-01,Simulation,0,0,0.12,0,nan,,
Rocket: Robot on Wheels,N64,1999-01-01,Platform,0.1,0.02,0,0,nan,,
Densha De Go! 64,N64,1999-01-01,Simulation,0,0,0.05,0.07,nan,,
Earthworm Jim 3D,N64,1999-01-01,Platform,0.1,0.02,0,0,nan,,
BoomBots,PS,1999-01-01,Fighting,0.06,0.04,0,0.01,nan,,
International Track & Field 2000,PS,1999-01-01,Sports,0.06,0.04,0,0.01,nan,,
ECW Anarchy Rulz,PS,1999-01-01,Fighting,0.06,0.04,0,0.01,43,6.3,E
Top Gear Rally 2,N64,1999-01-01,Racing,0.09,0.02,0,0,nan,,
Fighting Force 64,N64,1999-01-01,Action,0.09,0.02,0,0,nan,,
Snowboard Kids 2,N64,1999-01-01,Sports,0.09,0.02,0,0,nan,,
Tonic Trouble,N64,1999-01-01,Platform,0.09,0.02,0,0,nan,,
Nuclear Strike 64,N64,1999-01-01,Simulation,0.09,0.02,0,0,nan,,
Breakout,PS,1999-01-01,Puzzle,0.06,0.04,0,0.01,nan,tbd,E
Tyco RC: Assault with a Battery,PS,1999-01-01,Racing,0.06,0.04,0,0.01,nan,,
Arcade Party Pak,PS,1999-01-01,Misc,0.06,0.04,0,0.01,nan,,
Railroad Tycoon II,PS,1999-01-01,Strategy,0.06,0.04,0,0.01,nan,,
Black Bass with Blue Marlin,PS,1999-01-01,Sports,0.06,0.04,0,0.01,nan,,
Metal Gear Solid Integral,PS,1999-01-01,Adventure,0,0,0.1,0.01,nan,,
Woody Woodpecker Racing,PS,1999-01-01,Racing,0.06,0.04,0,0.01,46,,E
Digimon Digital Card Battle,PS,1999-01-01,Strategy,0.06,0.04,0,0.01,51,9,T
Vandal Hearts II,PS,1999-01-01,Strategy,0.06,0.04,0,0.01,nan,,
The King of Fighters: Dream Match 1999,DC,1999-01-01,Fighting,0,0,0.1,0,nan,,
Blue Stinger,DC,1999-01-01,Adventure,0,0,0.1,0,nan,,
Urban Chaos,PS,1999-01-01,Action,0.06,0.04,0,0.01,nan,,
3D Tank Warfare Simulator Panzer Front,PS,1999-01-01,Simulation,0.06,0.04,0,0.01,nan,,
Gekido,PS,1999-01-01,Fighting,0.06,0.04,0,0.01,nan,,
Marvel vs. Capcom: Clash of Super Heroes,DC,1999-01-01,Fighting,0,0,0.1,0,nan,,
LEGO Rock Raiders,PS,1999-01-01,Strategy,0.06,0.04,0,0.01,nan,,
Age of Empires II: The Age of Kings,PC,1999-01-01,Strategy,0.01,0.08,0,0.01,92,9,T
Derby Stallion,SAT,1999-01-01,Sports,0,0,0.09,0,nan,,
Sega Bass Fishing,DC,1999-01-01,Sports,0,0,0.09,0,nan,,
Koudelka,PS,1999-01-01,Role-Playing,0.05,0.03,0,0.01,nan,,
The King of Fighters '98: Dream Match Never Ends,PS,1999-01-01,Fighting,0.05,0.03,0,0.01,nan,,
Final Fantasy VI,PS,1999-01-01,Role-Playing,0,0,0.08,0.01,nan,,
Incredible Crisis,PS,1999-01-01,Action,0.04,0.03,0,0.01,80,7.5,T
Shadowgate 64: Trials of the Four Towers,N64,1999-01-01,Adventure,0.06,0.01,0,0,nan,,
Dragon Valor,PS,1999-01-01,Role-Playing,0.04,0.03,0,0,57,8.3,T
Neon Genesis Evangelion,N64,1999-01-01,Adventure,0,0,0.06,0,nan,,
Top Gear Hyper-Bike,N64,1999-01-01,Racing,0.05,0.01,0,0,nan,,
Brunswick Circuit Pro Bowling,N64,1999-01-01,Sports,0.05,0.01,0,0,nan,,
Killer Loop,PS,1999-01-01,Racing,0.03,0.02,0,0,nan,,
G-Police: Weapons of Justice,PS,1999-01-01,Action,0.03,0.02,0,0,nan,,
Interplay Sports Baseball 2000,PS,1999-01-01,Sports,0.03,0.02,0,0,nan,,
Dungeon Keeper 2,PC,1999-01-01,Action,0,0.05,0,0.01,nan,8.8,M
Fatal Fury: Wild Ambition,PS,1999-01-01,Fighting,0.03,0.02,0,0,nan,,
Bass Rise,PS,1999-01-01,Sports,0.03,0.02,0,0,nan,,
Expendable,PS,1999-01-01,Action,0.03,0.02,0,0,nan,,
NHL Blades of Steel '99,N64,1999-01-01,Sports,0.05,0,0,0,nan,,
Fighter Destiny 2,N64,1999-01-01,Fighting,0.04,0.01,0,0,nan,,
All Star Tennis 99,N64,1999-01-01,Sports,0.04,0.01,0,0,nan,,
Dead in the Water,PS,1999-01-01,Action,0.03,0.02,0,0,nan,,
NBA 2K,DC,1999-01-01,Sports,0,0,0.05,0,nan,,
Saiyuki: Journey West,PS,1999-01-01,Strategy,0.03,0.02,0,0,73,7.1,E
Test Drive Le Mans,PS,1999-01-01,Racing,0.03,0.02,0,0,nan,,
The Misadventures of Tron Bonne,PS,1999-01-01,Adventure,0.03,0.02,0,0,nan,,
Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999-01-01,Racing,0,0,0.05,0,nan,,
Rat Attack!,PS,1999-01-01,Puzzle,0.03,0.02,0,0,nan,,
Monaco Grand Prix,N64,1999-01-01,Racing,0.03,0.01,0,0,nan,,
Worms Armageddon,N64,1999-01-01,Strategy,0.03,0.01,0,0,nan,,
